"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"519","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Management","3","1","4","4","3","4","3",27,5,238435,4,2,0
"520","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","1","3","2","5","5","3",44,28,49447,7,2,1
"521","No Travel ","Technology","NY","Single","No","No","STEM","White","Male","Software Engineer","2","0","3","4","5","5","4",26,10,62828,2,2,0
"522","Frequent Traveller","Sales","NY","Married","Yes","No","Business","White","Male","Sales","3","1","3","3","5","5","4",22,33,33657,2,1,2
"523","Frequent Traveller","Technology","NY","Married","No","No","Business","White","Female","AI/ML","3","1","3","3","3","3","4",30,7,175692,3,1,1
"524","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","White","Female","AI/ML","3","0","3","4","4","3","4",43,4,262392,1,3,0
"525","Some Travel","Technology","IL","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","3","5","4","2","3",24,17,26937,2,2,1
"526","Frequent Traveller","Technology","CA","Single","No","No","STEM","Black","Female","Software Engineer","3","0","1","3","3","2","3",38,6,126515,9,1,3
"527","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","4","1","3","4","3","2","2",29,38,102061,9,1,2
"528","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","Software Engineer","2","1","5","3","3","5","4",21,34,26137,0,3,2
"529","Some Travel","Sales","CA","Married","No","Yes","Business","Mixed/Other","Female","Sales","3","3","3","5","2","3","4",46,8,249505,2,3,2
"530","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Female","Management","2","1","5","3","2","3","3",25,37,188516,3,3,1
"531","No Travel ","Technology","NY","Married","No","Yes","Other","Black","Female","Software Engineer","2","0","3","4","5","2","3",21,22,25208,0,3,0
"532","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Male","Management","4","1","4","2","4","2","5",40,1,314668,2,2,1
"533","Frequent Traveller","Sales","NY","Single","No","No","Business","Mixed/Other","Female","Sales","3","0","5","3","2","5","3",43,1,180996,10,2,0
"534","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","2","2","3","5","4","4","5",25,30,43644,3,1,2
"535","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","3","1","4","5","3","2","3",47,42,249553,4,3,1
"536","Some Travel","Sales","IL","Married","No","Yes","Business","White","Female","Sales","3","1","5","5","2","5","3",28,18,113501,2,3,1
"537","Some Travel","Sales","NY","Married","No","Yes","STEM","White","Female","Management","3","1","3","2","5","3","4",48,32,354336,2,3,2
"538","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Male","Management","4","0","4","3","2","5","5",25,21,182961,5,3,1
"539","Some Travel","Sales","CA","Single","No","No","STEM","Mixed/Other","Female","Sales","2","0","4","2","4","4","3",27,1,62496,6,3,1
"540","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Male","Software Engineer","4","1","4","2","3","2","2",24,19,35270,5,2,0
"541","Frequent Traveller","Technology","IL","Married","No","Yes","STEM","White","Male","AI/ML","2","1","1","2","1","1","4",34,34,265922,3,1,3
"542","Frequent Traveller","Technology","CA","Married","Yes","Yes","STEM","White","Female","Software Engineer","2","1","1","3","1","1","2",21,41,23612,0,3,1
"543","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","4","0","4","3","3","4","4",23,21,37626,4,3,1
"544","Some Travel","Sales","CA","Single","No","Yes","Business","Mixed/Other","Male","Sales","1","0","4","3","5","4","3",26,24,82312,7,2,0
"545","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","5","2","2","5","3",24,12,47183,6,1,0
"546","No Travel ","Sales","CA","Married","No","Yes","Business","Mixed/Other","Female","Sales","2","1","4","3","5","5","4",24,39,151986,6,3,2
"547","Frequent Traveller","Technology","CA","Divorced","No","No","Other","Mixed/Other","Female","Software Engineer","4","2","4","5","3","4","3",24,26,35885,2,3,2
"548","No Travel ","Technology","NY","Single","No","No","STEM","White","Male","Management","1","0","4","5","2","2","3",40,15,465219,2,3,0
"549","Some Travel","Technology","CA","Married","No","No","STEM","Black","Male","Management","4","1","3","2","1","1","4",35,8,405965,2,2,0
"550","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","4","1","4","5","4","2","5",25,29,95643,3,2,1
"551","Some Travel","Technology","NY","Single","Yes","Yes","STEM","White","Female","AI/ML","3","0","4","3","3","4","2",22,37,30442,0,3,0
"552","No Travel ","Sales","IL","Single","No","No","Business","White","Male","Sales","4","0","5","3","5","5","3",28,37,95591,2,3,3
"553","Some Travel","Technology","CA","Divorced","No","Yes","STEM","Black","Male","Software Engineer","2","1","2","3","3","1","2",31,20,149482,7,3,1
"554","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","2","0","1","2","2","3","2",39,33,99602,8,3,1
"555","No Travel ","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","3","0","3","2","5","2","3",25,43,33086,4,3,0
"556","Frequent Traveller","Sales","CA","Single","No","No","Business","White","Female","Sales","3","0","4","2","2","4","5",25,33,94810,0,3,2
"557","Some Travel","Technology","CA","Single","Yes","Yes","STEM","Black","Other","AI/ML","3","0","3","3","2","4","3",21,41,29793,0,3,2
"558","Some Travel","Sales","CA","Divorced","No","No","Business","Mixed/Other","Other","Sales","2","1","3","2","2","3","3",24,41,111750,6,1,0
"559","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","0","5","2","2","2","5",32,42,108213,6,3,0
"560","Some Travel","Technology","CA","Married","No","No","Other","White","Female","Software Engineer","1","1","3","3","4","2","3",38,12,253077,3,2,1
"561","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","Management","3","0","5","2","2","5","3",25,6,195911,3,1,1
"562","Some Travel","Technology","CA","Single","No","No","Business","Mixed/Other","Other","Management","2","0","4","4","3","4","3",28,1,339731,7,1,1
"563","Frequent Traveller","Sales","CA","Single","No","No","Other","Black","Male","Sales","4","0","2","4","3","4","3",28,4,110839,8,2,0
"564","Frequent Traveller","Sales","NY","Single","No","No","Business","White","Male","Sales","1","0","5","3","2","4","5",25,25,57030,7,3,3
"565","Some Travel","Sales","NY","Divorced","No","No","Business","White","Female","Sales","3","1","4","2","1","3","3",42,2,260021,1,3,1
"566","Some Travel","Sales","NY","Married","Yes","Yes","Business","Black","Male","Sales","2","0","4","3","5","3","4",29,35,140962,2,1,0
"567","Frequent Traveller","Sales","CA","Married","No","No","Business","White","Other","Sales","3","1","3","5","5","4","3",31,35,115982,7,2,0
"568","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Male","AI/ML","1","0","2","3","1","2","2",33,32,188180,3,3,1
"569","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Other","AI/ML","1","3","3","5","2","4","4",24,2,28797,2,2,0
"570","Some Travel","Technology","NY","Single","No","No","STEM","White","Other","Management","2","0","3","3","3","4","3",25,4,179602,6,2,0
"571","Frequent Traveller","Technology","CA","Single","Yes","Yes","Other","White","Female","Software Engineer","1","0","5","3","2","3","4",28,31,176282,1,3,2
"572","Some Travel","Sales","CA","Single","Yes","Yes","Business","Mixed/Other","Male","Sales","3","0","5","4","2","5","3",41,25,231843,1,3,0
"573","Some Travel","Sales","NY","Single","No","No","Business","Black","Female","Sales","3","0","3","5","3","3","4",22,36,60699,3,2,3
"574","Some Travel","Technology","IL","Divorced","No","No","STEM","White","Female","AI/ML","3","1","4","2","2","4","4",20,41,40701,1,1,1
"575","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","2","1","3","4","5","5","3",45,14,223124,3,1,0
"576","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","4","1","4","3","2","3","3",32,7,85568,9,2,0
"577","Some Travel","Technology","NY","Divorced","No","Yes","Business","Black","Female","Management","1","1","4","4","3","3","3",35,43,243863,6,3,0
"578","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","4","0","1","3","4","3","5",32,42,102022,5,2,1
"579","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","2","1","3","2","5","4","5",23,25,50570,3,2,1
"580","No Travel ","Human Resources","CA","Single","No","Yes","HR","White","Other","HR","3","0","3","2","2","5","5",26,23,240035,5,3,1
"581","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","AI/ML","2","0","4","2","4","5","3",47,40,108798,4,2,3
"582","Some Travel","Human Resources","NY","Divorced","No","No","Business","Black","Female","HR","2","1","4","4","5","2","3",25,22,49131,6,2,0
"583","No Travel ","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","1","3","2","2","4","2",25,32,52614,5,3,0
"584","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Male","Sales","3","0","5","5","4","3","4",47,42,232155,7,1,0
"585","No Travel ","Technology","NY","Divorced","No","Yes","STEM","Black","Female","AI/ML","2","2","5","4","5","4","2",25,12,28926,3,1,0
"586","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","3","1","3","4","2","3","4",26,18,46809,0,2,2
"587","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Other","Software Engineer","4","1","3","4","2","2","3",23,32,23041,5,1,0
"588","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","Software Engineer","4","0","2","4","3","2","5",21,1,34133,2,1,1
"589","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","4","0","4","3","3","5","3",47,12,105126,7,2,2
"590","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","AI/ML","4","1","3","5","3","4","5",35,19,286432,1,3,2
"591","Some Travel","Human Resources","IL","Married","Yes","No","HR","Mixed/Other","Male","HR","5","0","4","5","2","3","5",24,1,44634,3,3,1
"592","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Male","Sales","4","0","3","2","5","2","2",30,42,148862,1,1,1
"593","Some Travel","Sales","NY","Married","No","No","Business","Black","Female","Sales","2","2","3","1","4","3","2",26,4,82147,4,1,1
"594","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Other","Management","4","0","2","3","1","4","2",28,15,337046,4,3,2
"595","Some Travel","Sales","CA","Divorced","No","Yes","Business","White","Male","Sales","4","1","5","5","4","5","3",37,22,92483,5,1,2
"596","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","AI/ML","2","0","3","2","5","4","4",21,39,63201,2,1,1
"597","Frequent Traveller","Sales","NY","Divorced","No","Yes","Business","White","Male","Management","3","1","5","5","4","5","4",43,21,327587,1,3,1
"598","Frequent Traveller","Sales","CA","Married","Yes","Yes","Business","White","Other","Sales","4","0","4","2","4","4","3",25,43,81889,0,3,1
"599","Some Travel","Sales","CA","Single","Yes","No","Business","White","Female","Sales","3","0","4","2","4","4","3",23,16,23794,0,3,3
"600","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","Management","3","3","4","2","4","4","3",27,6,292500,6,3,1
"601","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","4","4","4","4","4",22,26,24208,3,3,2
"602","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Male","Management","3","0","3","2","5","4","3",29,3,393103,4,1,1
"603","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Other","AI/ML","3","1","3","3","2","2","4",28,5,140377,7,3,2
"604","Some Travel","Technology","NY","Single","No","Yes","STEM","White","Female","Software Engineer","1","0","5","4","4","5","3",27,26,37423,4,3,0
"605","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Male","Software Engineer","2","1","5","3","2","3","2",23,45,37322,3,3,0
"606","Some Travel","Human Resources","NY","Single","No","No","Business","Mixed/Other","Female","HR","3","0","4","3","3","4","2",47,21,98608,10,3,1
"607","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Other","Sales","4","0","3","3","5","4","2",27,37,141998,5,1,0
"608","Some Travel","Sales","CA","Single","No","No","Business","White","Male","Sales","3","0","5","5","5","4","5",23,32,84558,3,2,1
"609","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","3","3","4","2","3","3","3",24,36,30233,4,2,0
"610","Some Travel","Sales","NY","Single","No","No","Business","Black","Female","Sales","4","0","5","5","2","4","4",23,12,45024,1,2,3
"611","Some Travel","Sales","CA","Single","No","No","Other","White","Female","Sales","3","0","4","2","2","5","4",30,35,160352,5,2,0
"612","Some Travel","Sales","CA","Single","Yes","No","STEM","White","Female","Sales","3","0","5","2","4","3","5",18,20,58523,0,1,1
"613","Frequent Traveller","Technology","CA","Married","Yes","No","STEM","White","Female","AI/ML","4","1","5","4","2","5","3",22,28,63571,0,3,0
"614","Frequent Traveller","Technology","NY","Married","No","No","STEM","White","Male","AI/ML","4","0","4","5","2","4","3",50,38,366078,0,1,3
"615","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Female","Sales","4","0","5","4","5","4","3",36,23,195502,3,1,1
"616","No Travel ","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Male","AI/ML","3","1","4","5","2","2","4",24,18,104807,0,1,1
"617","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Male","AI/ML","3","0","3","4","5","5","4",44,23,108623,3,3,2
"618","Some Travel","Sales","IL","Divorced","No","Yes","Business","White","Female","Sales","2","1","4","2","5","2","4",32,9,133865,3,2,1
"619","No Travel ","Sales","NY","Single","No","Yes","Business","White","Male","Management","4","0","4","3","3","3","4",31,6,321244,2,3,0
"620","Some Travel","Technology","IL","Divorced","No","No","STEM","Mixed/Other","Male","Software Engineer","4","1","3","5","5","4","4",27,19,25276,7,3,2
"621","Some Travel","Technology","CA","Single","No","No","STEM","Asian","Female","AI/ML","3","0","4","3","2","5","5",33,36,88726,8,1,0
"622","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Male","Software Engineer","3","1","4","5","5","5","4",22,40,54114,1,2,1
"623","Some Travel","Technology","CA","Single","Yes","Yes","Other","White","Male","AI/ML","2","0","3","4","5","3","3",21,44,32676,0,1,0
"624","Some Travel","Technology","NY","Divorced","No","No","STEM","Black","Male","AI/ML","3","1","4","2","2","5","4",25,16,37742,3,1,1
"625","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","4","0","3","3","5","3","3",25,28,70737,3,1,1
"626","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","4","2","4","4","2","5","2",24,18,28539,2,2,2
"627","No Travel ","Sales","CA","Divorced","No","No","Business","Black","Female","Sales","4","1","2","2","3","2","4",32,2,114246,6,1,0
"628","Some Travel","Technology","NY","Married","No","No","Business","White","Female","AI/ML","3","1","3","4","3","4","4",25,40,75250,4,2,1
"629","Some Travel","Technology","NY","Single","Yes","Yes","STEM","Black","Female","AI/ML","4","0","3","4","5","5","3",29,9,48321,3,2,0
"630","Some Travel","Sales","NY","Married","No","Yes","STEM","Mixed/Other","Female","Sales","4","1","5","3","3","5","4",23,18,83677,5,2,0
