"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"1266","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Female","Management","3","0","3","2","5","5","4",31,42,442820,2,3,2
"1267","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","2","4","3","2","5","4",25,42,70068,6,2,1
"1268","Frequent Traveller","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","1","0","2","3","2","3","4",22,21,34193,4,1,2
"1270","Frequent Traveller","Technology","IL","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","2","3","3","2","3",29,12,72057,8,1,0
"1272","Frequent Traveller","Technology","CA","Married","No","No","Other","Black","Female","AI/ML","4","1","3","4","4","3","5",25,15,31931,1,3,2
"1273","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Female","Sales","1","0","5","5","2","2","4",27,21,22648,0,3,0
"1274","Some Travel","Technology","IL","Divorced","No","Yes","STEM","White","Female","AI/ML","1","3","4","3","2","2","3",45,2,64795,8,2,2
"1275","Some Travel","Technology","IL","Single","Yes","Yes","Business","White","Male","AI/ML","4","0","1","1","4","2","4",30,19,96187,0,1,3
"1277","Some Travel","Technology","NY","Married","Yes","Yes","STEM","White","Female","AI/ML","3","3","3","4","3","3","4",28,23,35606,4,2,0
"1278","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","Software Engineer","1","0","5","4","2","3","3",27,1,48442,4,2,2
"1279","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","AI/ML","1","0","3","4","2","4","3",47,41,40786,5,3,0
"1280","Some Travel","Human Resources","CA","Married","No","No","Business","Black","Other","HR","1","1","3","2","2","5","5",23,42,30683,5,2,1
